CO(GT),PT08.S1(CO),NO2(GT),PT08.S4(NO2),T,RH,AH,day,year,quarter,weekday,label
3.1,1363.0,148.0,1501.0,13.4,57.9,0.8895,11.0,2005.0,1.0,1.0,0
3.0,1331.0,149.0,1508.0,13.6,56.4,0.8754,11.0,2005.0,1.0,1.0,0
3.6,1401.0,141.0,1580.0,13.8,56.3,0.8841,11.0,2005.0,1.0,1.0,0
3.2,1374.0,147.0,1569.0,13.7,57.9,0.9063,11.0,2005.0,1.0,1.0,0
3.9,1436.0,159.0,1616.0,13.6,58.9,0.9139,11.0,2005.0,1.0,1.0,0
3.4,1386.0,152.0,1546.0,13.4,59.7,0.9142,11.0,2005.0,1.0,1.0,0
3.9,1419.0,144.0,1603.0,13.3,61.2,0.933,11.0,2005.0,1.0,1.0,0
3.6,1428.0,146.0,1580.0,13.2,61.8,0.9313,11.0,2005.0,1.0,1.0,0
4.7,1508.0,162.0,1773.0,12.9,61.5,0.9139,11.0,2005.0,1.0,1.0,0
4.1,1438.0,156.0,1593.0,12.6,63.9,0.9307,11.0,2005.0,1.0,1.0,0
3.4,1415.0,146.0,1539.0,12.0,67.4,0.9417,11.0,2005.0,1.0,1.0,0
3.5,1433.0,151.0,1497.0,11.9,69.0,0.9568,11.0,2005.0,1.0,1.0,0
1.2,1208.0,127.0,1305.0,12.0,66.6,0.9293,12.0,2005.0,1.0,2.0,0
2.4,1280.0,123.0,1366.0,11.4,69.6,0.9373,12.0,2005.0,1.0,2.0,0
2.1,1174.0,122.0,1296.0,11.2,70.3,0.9323,12.0,2005.0,1.0,2.0,0
1.1,1022.0,109.0,1139.0,11.5,68.2,0.9271,12.0,2005.0,1.0,2.0,0
1.8,1002.0,85.0,1161.0,10.7,71.3,0.9161,12.0,2005.0,1.0,2.0,0
1.0,1018.0,83.0,1171.0,10.0,74.8,0.9161,12.0,2005.0,1.0,2.0,0
1.4,1095.0,98.0,1241.0,9.2,78.5,0.9143,12.0,2005.0,1.0,2.0,0
1.8,1182.0,109.0,1327.0,8.8,79.4,0.9033,12.0,2005.0,1.0,2.0,0
3.8,1478.0,138.0,1606.0,8.7,79.4,0.8944,12.0,2005.0,1.0,2.0,0
4.1,1515.0,138.0,1706.0,8.9,76.5,0.8767,12.0,2005.0,1.0,2.0,0
4.4,1488.0,170.0,1648.0,9.9,73.3,0.8936,12.0,2005.0,1.0,2.0,0
3.5,1383.0,191.0,1514.0,11.8,65.5,0.901,12.0,2005.0,1.0,2.0,0
3.5,1383.0,196.0,1506.0,13.0,60.9,0.9061,12.0,2005.0,1.0,2.0,0
3.8,1337.0,185.0,1518.0,14.7,52.3,0.8687,12.0,2005.0,1.0,2.0,0
3.1,1243.0,156.0,1473.0,15.1,49.6,0.8428,12.0,2005.0,1.0,2.0,0
3.4,1304.0,173.0,1558.0,15.7,48.8,0.8657,12.0,2005.0,1.0,2.0,0
3.3,1284.0,166.0,1545.0,15.8,48.9,0.8707,12.0,2005.0,1.0,2.0,0
3.4,1303.0,173.0,1554.0,14.6,54.0,0.8946,12.0,2005.0,1.0,2.0,0
4.7,1461.0,177.0,1806.0,14.3,56.3,0.9119,12.0,2005.0,1.0,2.0,0
5.7,1517.0,182.0,1902.0,14.1,57.8,0.9262,12.0,2005.0,1.0,2.0,0
5.6,1526.0,166.0,1883.0,13.1,62.9,0.943,12.0,2005.0,1.0,2.0,0
5.9,1495.0,177.0,1736.0,12.0,67.5,0.9467,12.0,2005.0,1.0,2.0,0
3.6,1333.0,158.0,1441.0,10.7,70.9,0.9113,12.0,2005.0,1.0,2.0,0
2.5,1216.0,133.0,1337.0,10.0,73.2,0.8988,12.0,2005.0,1.0,2.0,0
2.9,1232.0,123.0,1347.0,9.4,75.0,0.8874,13.0,2005.0,1.0,3.0,0
2.5,1181.0,120.0,1312.0,8.5,76.9,0.8557,13.0,2005.0,1.0,3.0,0
1.7,1042.0,105.0,1167.0,8.4,75.9,0.8407,13.0,2005.0,1.0,3.0,0
1.6,1027.0,109.0,1171.0,6.9,80.7,0.8054,13.0,2005.0,1.0,3.0,0
1.1,915.0,86.0,1094.0,6.2,82.1,0.7825,13.0,2005.0,1.0,3.0,0
0.9,891.0,77.0,1058.0,7.0,77.3,0.7759,13.0,2005.0,1.0,3.0,0
1.0,937.0,81.0,1054.0,6.5,79.7,0.7751,13.0,2005.0,1.0,3.0,0
1.6,1086.0,103.0,1216.0,7.7,76.8,0.8112,13.0,2005.0,1.0,3.0,0
3.1,1326.0,127.0,1509.0,8.2,74.9,0.8184,13.0,2005.0,1.0,3.0,0
4.1,1469.0,134.0,1780.0,8.8,73.2,0.8298,13.0,2005.0,1.0,3.0,0
3.9,1321.0,158.0,1488.0,9.7,70.1,0.8432,13.0,2005.0,1.0,3.0,0
3.6,1396.0,175.0,1492.0,11.7,62.7,0.8586,13.0,2005.0,1.0,3.0,0
3.2,1270.0,178.0,1353.0,13.1,58.5,0.877,13.0,2005.0,1.0,3.0,0
2.2,1189.0,135.0,1316.0,14.2,54.1,0.8707,13.0,2005.0,1.0,3.0,0
2.4,1227.0,133.0,1396.0,14.2,54.3,0.8757,13.0,2005.0,1.0,3.0,0
2.7,1266.0,134.0,1410.0,14.0,56.3,0.894,13.0,2005.0,1.0,3.0,0
2.7,1277.0,137.0,1480.0,13.5,57.8,0.8933,13.0,2005.0,1.0,3.0,0
3.9,1438.0,160.0,1620.0,12.3,63.0,0.9015,13.0,2005.0,1.0,3.0,0
5.2,1523.0,166.0,1811.0,11.4,68.0,0.9166,13.0,2005.0,1.0,3.0,0
4.0,1384.0,144.0,1571.0,10.8,69.5,0.8995,13.0,2005.0,1.0,3.0,0
2.9,1283.0,129.0,1354.0,11.0,67.1,0.8766,13.0,2005.0,1.0,3.0,0
3.3,1304.0,129.0,1385.0,9.5,71.3,0.8458,13.0,2005.0,1.0,3.0,0
2.0,1126.0,107.0,1202.0,8.8,71.0,0.8089,13.0,2005.0,1.0,3.0,0
1.8,1141.0,101.0,1213.0,8.0,73.4,0.7899,13.0,2005.0,1.0,3.0,0
2.7,1183.0,112.0,1210.0,7.6,73.0,0.7629,14.0,2005.0,1.0,4.0,0
1.8,1090.0,98.0,1125.0,7.1,73.9,0.7515,14.0,2005.0,1.0,4.0,0
1.3,1032.0,90.0,1064.0,7.1,73.5,0.7439,14.0,2005.0,1.0,4.0,0
1.0,940.0,109.0,1036.0,6.7,75.0,0.739,14.0,2005.0,1.0,4.0,0
1.1,981.0,59.0,1059.0,5.1,81.3,0.7204,14.0,2005.0,1.0,4.0,0
1.6,1104.0,98.0,1101.0,4.3,82.9,0.6968,14.0,2005.0,1.0,4.0,0
1.3,989.0,109.0,1076.0,5.3,80.4,0.7234,14.0,2005.0,1.0,4.0,0
1.4,1079.0,110.0,1160.0,5.7,79.3,0.7326,14.0,2005.0,1.0,4.0,0
5.0,1472.0,159.0,1681.0,6.8,74.8,0.7423,14.0,2005.0,1.0,4.0,0
4.3,1313.0,144.0,1469.0,6.9,75.2,0.7505,14.0,2005.0,1.0,4.0,0
4.1,1363.0,147.0,1490.0,8.0,71.9,0.7712,14.0,2005.0,1.0,4.0,0
3.8,1347.0,179.0,1443.0,9.3,67.1,0.7849,14.0,2005.0,1.0,4.0,0
3.1,1240.0,164.0,1388.0,10.2,63.6,0.7928,14.0,2005.0,1.0,4.0,0
3.3,1280.0,160.0,1519.0,11.0,60.9,0.7966,14.0,2005.0,1.0,4.0,0
3.1,1210.0,143.0,1428.0,11.3,60.1,0.8022,14.0,2005.0,1.0,4.0,0
2.7,1216.0,138.0,1403.0,12.2,56.9,0.8068,14.0,2005.0,1.0,4.0,0
3.4,1320.0,143.0,1498.0,11.9,59.1,0.8211,14.0,2005.0,1.0,4.0,0
5.0,1477.0,196.0,1704.0,10.3,66.3,0.8286,14.0,2005.0,1.0,4.0,0
5.7,1500.0,197.0,1750.0,8.2,74.9,0.8187,14.0,2005.0,1.0,4.0,0
5.8,1512.0,189.0,1720.0,7.9,77.1,0.8223,14.0,2005.0,1.0,4.0,0
5.8,1496.0,188.0,1710.0,8.3,75.0,0.8253,14.0,2005.0,1.0,4.0,0
5.0,1360.0,190.0,1504.0,8.2,75.2,0.8185,14.0,2005.0,1.0,4.0,0
1.7,1024.0,126.0,1101.0,8.3,69.7,0.7632,14.0,2005.0,1.0,4.0,0
1.6,1094.0,113.0,1127.0,6.7,74.4,0.7344,14.0,2005.0,1.0,4.0,0
2.3,1111.0,129.0,1142.0,6.4,74.9,0.7238,15.0,2005.0,1.0,5.0,0
2.4,1097.0,128.0,1140.0,4.9,80.1,0.7011,15.0,2005.0,1.0,5.0,0
2.0,1051.0,122.0,1087.0,4.8,79.4,0.6872,15.0,2005.0,1.0,5.0,0
1.6,979.0,109.0,1041.0,3.3,82.6,0.645,15.0,2005.0,1.0,5.0,0
1.8,978.0,115.0,1015.0,2.4,86.6,0.6369,15.0,2005.0,1.0,5.0,0
1.1,902.0,92.0,972.0,3.4,81.4,0.6425,15.0,2005.0,1.0,5.0,0
1.0,957.0,70.0,940.0,4.2,77.0,0.6439,15.0,2005.0,1.0,5.0,0
1.3,973.0,83.0,1004.0,3.5,80.8,0.6406,15.0,2005.0,1.0,5.0,0
1.9,1074.0,127.0,1201.0,3.5,80.3,0.6366,15.0,2005.0,1.0,5.0,0
2.6,1115.0,142.0,1230.0,4.0,78.5,0.645,15.0,2005.0,1.0,5.0,0
2.7,1136.0,155.0,1216.0,4.5,76.6,0.6534,15.0,2005.0,1.0,5.0,0
2.4,1128.0,153.0,1199.0,5.6,72.3,0.6627,15.0,2005.0,1.0,5.0,0
2.7,1196.0,177.0,1259.0,7.5,64.4,0.672,15.0,2005.0,1.0,5.0,0
3.1,1267.0,179.0,1382.0,8.9,60.8,0.6921,15.0,2005.0,1.0,5.0,0
4.4,1355.0,212.0,1454.0,10.6,55.3,0.7058,15.0,2005.0,1.0,5.0,0
3.2,1194.0,182.0,1257.0,12.3,46.3,0.6597,15.0,2005.0,1.0,5.0,0
2.9,1188.0,168.0,1243.0,12.2,47.0,0.6686,15.0,2005.0,1.0,5.0,0
3.0,1279.0,179.0,1391.0,10.5,55.1,0.6993,15.0,2005.0,1.0,5.0,0
3.7,1361.0,182.0,1454.0,8.7,66.3,0.7491,15.0,2005.0,1.0,5.0,0
5.2,1474.0,194.0,1524.0,7.9,69.9,0.7487,15.0,2005.0,1.0,5.0,0
3.3,1235.0,166.0,1265.0,7.6,65.3,0.6842,15.0,2005.0,1.0,5.0,0
3.6,1289.0,168.0,1317.0,6.5,67.6,0.6608,15.0,2005.0,1.0,5.0,0
2.3,1124.0,148.0,1112.0,5.9,66.4,0.6226,15.0,2005.0,1.0,5.0,0
3.0,1231.0,151.0,1207.0,5.2,70.0,0.6232,15.0,2005.0,1.0,5.0,0
3.8,1289.0,165.0,1257.0,5.2,67.8,0.6028,16.0,2005.0,1.0,6.0,0
3.2,1166.0,165.0,1136.0,4.9,67.1,0.5863,16.0,2005.0,1.0,6.0,0
2.1,1062.0,128.0,1062.0,5.1,65.5,0.5811,16.0,2005.0,1.0,6.0,0
1.7,1028.0,109.0,1019.0,4.0,69.5,0.5706,16.0,2005.0,1.0,6.0,0
1.7,1003.0,115.0,1021.0,3.7,68.9,0.5549,16.0,2005.0,1.0,6.0,0
1.4,929.0,120.0,956.0,4.5,62.7,0.5343,16.0,2005.0,1.0,6.0,0
1.2,951.0,106.0,977.0,4.7,62.3,0.5368,16.0,2005.0,1.0,6.0,0
1.4,1011.0,118.0,1013.0,3.9,67.1,0.5483,16.0,2005.0,1.0,6.0,0
1.4,939.0,156.0,984.0,5.7,54.5,0.5034,16.0,2005.0,1.0,6.0,0
1.7,946.0,130.0,1037.0,6.1,50.3,0.4769,16.0,2005.0,1.0,6.0,0
1.0,841.0,112.0,846.0,9.0,39.5,0.4554,16.0,2005.0,1.0,6.0,0
1.0,850.0,96.0,847.0,10.7,34.4,0.4406,16.0,2005.0,1.0,6.0,0
0.8,831.0,89.0,824.0,11.1,33.4,0.4401,16.0,2005.0,1.0,6.0,0
1.0,866.0,98.0,857.0,11.9,30.8,0.4285,16.0,2005.0,1.0,6.0,0
0.8,819.0,85.0,809.0,11.4,32.0,0.431,16.0,2005.0,1.0,6.0,0
0.7,833.0,80.0,821.0,11.3,32.5,0.4334,16.0,2005.0,1.0,6.0,0
1.1,877.0,112.0,859.0,11.0,33.0,0.4331,16.0,2005.0,1.0,6.0,0
1.1,892.0,121.0,872.0,10.3,35.0,0.4377,16.0,2005.0,1.0,6.0,0
1.2,899.0,132.0,893.0,8.4,40.9,0.4542,16.0,2005.0,1.0,6.0,0
2.0,1008.0,160.0,977.0,8.3,38.5,0.4228,16.0,2005.0,1.0,6.0,0
2.2,1013.0,167.0,984.0,8.1,37.9,0.41,16.0,2005.0,1.0,6.0,0
1.5,912.0,157.0,893.0,7.7,39.0,0.4106,16.0,2005.0,1.0,6.0,0
1.2,907.0,130.0,880.0,7.0,41.5,0.4193,16.0,2005.0,1.0,6.0,0
1.5,953.0,145.0,936.0,6.6,42.6,0.4179,16.0,2005.0,1.0,6.0,0
1.4,916.0,133.0,899.0,6.4,44.2,0.428,17.0,2005.0,1.0,0.0,0
1.2,894.0,110.0,881.0,6.0,46.0,0.4349,17.0,2005.0,1.0,0.0,0
1.0,895.0,100.0,875.0,4.4,53.1,0.4484,17.0,2005.0,1.0,0.0,0
0.6,845.0,109.0,833.0,4.0,54.3,0.4454,17.0,2005.0,1.0,0.0,0
0.7,837.0,79.0,836.0,3.7,55.8,0.4489,17.0,2005.0,1.0,0.0,0
0.5,795.0,79.0,840.0,2.6,58.6,0.4385,17.0,2005.0,1.0,0.0,0
0.7,874.0,90.0,857.0,3.2,56.0,0.4364,17.0,2005.0,1.0,0.0,0
1.0,920.0,95.0,916.0,3.6,55.4,0.4419,17.0,2005.0,1.0,0.0,0
3.0,1257.0,169.0,1357.0,1.8,63.3,0.4464,17.0,2005.0,1.0,0.0,0
4.1,1222.0,199.0,1346.0,2.4,60.2,0.4426,17.0,2005.0,1.0,0.0,0
3.1,1196.0,186.0,1271.0,4.6,52.1,0.4472,17.0,2005.0,1.0,0.0,0
3.8,1214.0,208.0,1244.0,8.2,40.5,0.4414,17.0,2005.0,1.0,0.0,0
2.7,1149.0,178.0,1219.0,10.5,34.7,0.4393,17.0,2005.0,1.0,0.0,0
3.1,1166.0,176.0,1227.0,11.1,33.3,0.4384,17.0,2005.0,1.0,0.0,0
3.1,1170.0,177.0,1233.0,11.1,32.6,0.4292,17.0,2005.0,1.0,0.0,0
3.2,1176.0,182.0,1264.0,12.4,28.3,0.4076,17.0,2005.0,1.0,0.0,0
3.3,1147.0,182.0,1200.0,12.9,24.5,0.363,17.0,2005.0,1.0,0.0,0
4.0,1294.0,193.0,1363.0,11.4,28.7,0.3865,17.0,2005.0,1.0,0.0,0
8.6,1683.0,272.0,1964.0,9.2,39.3,0.4573,17.0,2005.0,1.0,0.0,0
8.7,1615.0,225.0,1811.0,7.8,48.1,0.5115,17.0,2005.0,1.0,0.0,0
3.6,1256.0,181.0,1251.0,7.2,50.6,0.517,17.0,2005.0,1.0,0.0,0
3.0,1205.0,172.0,1170.0,6.0,53.3,0.5008,17.0,2005.0,1.0,0.0,0
1.9,1087.0,153.0,1053.0,5.3,55.0,0.4921,17.0,2005.0,1.0,0.0,0
1.9,1092.0,143.0,1010.0,4.2,58.1,0.4832,17.0,2005.0,1.0,0.0,0
1.6,1039.0,142.0,993.0,3.4,60.9,0.4809,18.0,2005.0,1.0,1.0,0
1.4,1001.0,131.0,948.0,3.0,60.2,0.4639,18.0,2005.0,1.0,1.0,0
1.0,925.0,105.0,901.0,3.2,58.8,0.4578,18.0,2005.0,1.0,1.0,0
0.7,880.0,109.0,878.0,3.3,57.7,0.4516,18.0,2005.0,1.0,1.0,0
1.8,873.0,83.0,869.0,4.5,53.8,0.4572,18.0,2005.0,1.0,1.0,0
0.8,880.0,87.0,893.0,3.1,59.7,0.4604,18.0,2005.0,1.0,1.0,0
0.9,950.0,106.0,914.0,4.2,57.1,0.4743,18.0,2005.0,1.0,1.0,0
1.5,1039.0,140.0,1025.0,3.4,58.5,0.4608,18.0,2005.0,1.0,1.0,0
3.1,1284.0,167.0,1337.0,3.9,57.3,0.4661,18.0,2005.0,1.0,1.0,0
5.1,1350.0,175.0,1383.0,4.3,56.8,0.4768,18.0,2005.0,1.0,1.0,0
5.8,1476.0,235.0,1536.0,5.6,52.9,0.4841,18.0,2005.0,1.0,1.0,0
3.8,1342.0,196.0,1332.0,5.5,54.9,0.4985,18.0,2005.0,1.0,1.0,0
4.4,1488.0,211.0,1483.0,5.1,64.3,0.5697,18.0,2005.0,1.0,1.0,0
4.9,1557.0,234.0,1605.0,5.5,66.1,0.601,18.0,2005.0,1.0,1.0,0
5.2,1610.0,240.0,1697.0,5.5,69.3,0.6331,18.0,2005.0,1.0,1.0,0
4.6,1583.0,243.0,1640.0,5.0,75.5,0.6667,18.0,2005.0,1.0,1.0,0
4.8,1620.0,224.0,1598.0,5.2,76.2,0.6796,18.0,2005.0,1.0,1.0,0
4.9,1605.0,240.0,1614.0,5.3,77.4,0.6954,18.0,2005.0,1.0,1.0,0
4.9,1604.0,215.0,1733.0,5.0,79.6,0.7022,18.0,2005.0,1.0,1.0,0
5.5,1582.0,216.0,1725.0,5.1,83.0,0.7352,18.0,2005.0,1.0,1.0,0
4.2,1523.0,184.0,1588.0,6.4,82.9,0.8022,18.0,2005.0,1.0,1.0,0
1.5,1172.0,152.0,1233.0,10.3,74.0,0.9237,18.0,2005.0,1.0,1.0,0
0.1,1021.0,104.0,1187.0,11.3,71.8,0.9577,18.0,2005.0,1.0,1.0,0
0.2,1125.0,104.0,1241.0,9.8,81.9,0.9923,18.0,2005.0,1.0,1.0,0
0.9,1197.0,124.0,1298.0,9.5,83.8,0.9972,19.0,2005.0,1.0,2.0,0
1.0,1174.0,127.0,1286.0,9.9,81.0,0.9885,19.0,2005.0,1.0,2.0,0
0.4,1106.0,109.0,1208.0,9.9,79.8,0.9725,19.0,2005.0,1.0,2.0,0
1.8,873.0,109.0,1008.0,6.9,76.4,0.7661,19.0,2005.0,1.0,2.0,0
1.8,828.0,73.0,945.0,4.8,75.7,0.659,19.0,2005.0,1.0,2.0,0
1.8,830.0,52.0,948.0,4.7,78.9,0.682,19.0,2005.0,1.0,2.0,0
1.8,840.0,57.0,941.0,5.0,75.0,0.6627,19.0,2005.0,1.0,2.0,0
0.1,909.0,89.0,992.0,5.6,69.5,0.6362,19.0,2005.0,1.0,2.0,0
0.7,1098.0,128.0,1203.0,7.0,64.9,0.6512,19.0,2005.0,1.0,2.0,0
1.2,1036.0,152.0,1158.0,7.1,65.4,0.6644,19.0,2005.0,1.0,2.0,0
0.2,912.0,128.0,1020.0,6.4,67.4,0.6537,19.0,2005.0,1.0,2.0,0
1.8,873.0,124.0,994.0,5.3,75.9,0.6824,19.0,2005.0,1.0,2.0,0
1.8,889.0,117.0,1018.0,6.3,73.0,0.7024,19.0,2005.0,1.0,2.0,0
0.3,965.0,110.0,1099.0,8.6,63.3,0.7073,19.0,2005.0,1.0,2.0,0
0.6,1009.0,128.0,1132.0,10.0,55.0,0.6753,19.0,2005.0,1.0,2.0,0
0.2,918.0,114.0,1014.0,9.4,53.6,0.6333,19.0,2005.0,1.0,2.0,0
0.2,920.0,110.0,1013.0,9.2,55.0,0.6402,19.0,2005.0,1.0,2.0,0
0.7,923.0,112.0,1015.0,8.7,55.1,0.6228,19.0,2005.0,1.0,2.0,0
1.8,1021.0,130.0,1139.0,8.9,54.4,0.62,19.0,2005.0,1.0,2.0,0
2.2,998.0,135.0,1109.0,8.6,53.6,0.5992,19.0,2005.0,1.0,2.0,0
2.3,1061.0,141.0,1167.0,9.0,50.4,0.5809,19.0,2005.0,1.0,2.0,0
2.6,1016.0,141.0,1109.0,9.2,49.8,0.5808,19.0,2005.0,1.0,2.0,0
1.1,859.0,95.0,918.0,8.8,52.1,0.5918,19.0,2005.0,1.0,2.0,0
1.2,945.0,97.0,1005.0,8.8,50.9,0.5781,19.0,2005.0,1.0,2.0,0
1.8,937.0,112.0,995.0,8.7,51.1,0.5755,20.0,2005.0,1.0,3.0,0
1.1,876.0,74.0,948.0,8.6,51.5,0.5772,20.0,2005.0,1.0,3.0,0
0.9,831.0,62.0,893.0,8.5,51.9,0.5766,20.0,2005.0,1.0,3.0,0
0.7,828.0,109.0,880.0,8.1,53.1,0.5742,20.0,2005.0,1.0,3.0,0
0.6,810.0,40.0,863.0,7.8,54.2,0.5755,20.0,2005.0,1.0,3.0,0
0.6,822.0,45.0,876.0,7.1,56.0,0.569,20.0,2005.0,1.0,3.0,0
0.9,898.0,93.0,954.0,7.0,57.6,0.5784,20.0,2005.0,1.0,3.0,0
1.0,909.0,104.0,947.0,7.5,55.3,0.5734,20.0,2005.0,1.0,3.0,0
3.4,1256.0,162.0,1316.0,7.0,56.3,0.566,20.0,2005.0,1.0,3.0,0
4.2,1298.0,169.0,1409.0,7.6,53.5,0.5605,20.0,2005.0,1.0,3.0,0
4.4,1326.0,190.0,1381.0,8.3,50.5,0.5558,20.0,2005.0,1.0,3.0,0
2.9,1139.0,170.0,1181.0,12.4,37.1,0.5329,20.0,2005.0,1.0,3.0,0
2.6,1135.0,151.0,1175.0,13.9,32.3,0.5117,20.0,2005.0,1.0,3.0,0
2.6,1117.0,150.0,1178.0,14.4,28.9,0.4723,20.0,2005.0,1.0,3.0,0
3.0,1094.0,154.0,1191.0,14.8,25.4,0.4259,20.0,2005.0,1.0,3.0,0
2.3,982.0,140.0,1018.0,15.1,20.8,0.3536,20.0,2005.0,1.0,3.0,0
3.0,1107.0,167.0,1172.0,15.4,23.5,0.4076,20.0,2005.0,1.0,3.0,0
4.5,1290.0,204.0,1386.0,13.7,28.1,0.4381,20.0,2005.0,1.0,3.0,0
6.0,1445.0,210.0,1594.0,11.5,37.5,0.5068,20.0,2005.0,1.0,3.0,0
4.3,1357.0,182.0,1414.0,10.4,42.3,0.5337,20.0,2005.0,1.0,3.0,0
3.4,1248.0,165.0,1259.0,9.9,44.0,0.5381,20.0,2005.0,1.0,3.0,0
2.8,1220.0,150.0,1205.0,8.7,48.3,0.5458,20.0,2005.0,1.0,3.0,0
2.1,1137.0,132.0,1032.0,8.1,49.9,0.5417,20.0,2005.0,1.0,3.0,0
1.7,1102.0,120.0,1015.0,7.3,52.8,0.5419,20.0,2005.0,1.0,3.0,0
1.8,1082.0,119.0,1035.0,8.0,52.2,0.5623,21.0,2005.0,1.0,4.0,0
1.6,1053.0,110.0,1039.0,6.8,56.4,0.5609,21.0,2005.0,1.0,4.0,0
1.4,1003.0,94.0,992.0,6.7,57.4,0.5654,21.0,2005.0,1.0,4.0,0
1.3,1019.0,109.0,1000.0,5.9,62.1,0.5806,21.0,2005.0,1.0,4.0,0
1.8,1071.0,101.0,1046.0,5.4,65.9,0.5947,21.0,2005.0,1.0,4.0,0
1.3,1118.0,117.0,1056.0,5.5,66.5,0.6054,21.0,2005.0,1.0,4.0,0
1.6,1206.0,121.0,1129.0,5.9,65.8,0.6178,21.0,2005.0,1.0,4.0,0
2.4,1256.0,138.0,1230.0,6.4,63.9,0.6192,21.0,2005.0,1.0,4.0,0
4.5,1501.0,174.0,1558.0,7.2,62.2,0.6351,21.0,2005.0,1.0,4.0,0
5.7,1578.0,179.0,1761.0,7.9,60.0,0.6406,21.0,2005.0,1.0,4.0,0
4.3,1427.0,175.0,1481.0,8.3,58.5,0.6403,21.0,2005.0,1.0,4.0,0
4.2,1440.0,183.0,1476.0,9.3,54.5,0.6415,21.0,2005.0,1.0,4.0,0
4.5,1522.0,189.0,1526.0,10.2,53.1,0.6608,21.0,2005.0,1.0,4.0,0
5.0,1517.0,198.0,1579.0,11.1,51.4,0.679,21.0,2005.0,1.0,4.0,0
2.9,1300.0,142.0,1291.0,12.8,46.9,0.6919,21.0,2005.0,1.0,4.0,0
3.0,1401.0,139.0,1401.0,13.1,48.0,0.7181,21.0,2005.0,1.0,4.0,0
3.3,1551.0,99.0,1520.0,13.5,51.5,0.793,21.0,2005.0,1.0,4.0,0
1.4,1411.0,135.0,1426.0,13.4,51.2,0.7808,21.0,2005.0,1.0,4.0,0
2.3,1434.0,223.0,1458.0,12.1,55.3,0.7777,21.0,2005.0,1.0,4.0,0
1.6,1489.0,194.0,1547.0,12.0,56.5,0.7924,21.0,2005.0,1.0,4.0,0
4.9,1835.0,244.0,2083.0,10.4,64.4,0.8123,21.0,2005.0,1.0,4.0,0
6.4,1804.0,243.0,2005.0,9.4,69.1,0.815,21.0,2005.0,1.0,4.0,0
3.5,1579.0,230.0,1608.0,8.9,71.0,0.8115,21.0,2005.0,1.0,4.0,0
1.7,1508.0,207.0,1498.0,8.1,73.8,0.7968,21.0,2005.0,1.0,4.0,0
2.6,1535.0,223.0,1524.0,7.3,76.8,0.7904,22.0,2005.0,1.0,5.0,0
1.6,1395.0,216.0,1362.0,7.3,76.7,0.7862,22.0,2005.0,1.0,5.0,0
1.5,1392.0,198.0,1395.0,7.1,77.3,0.7826,22.0,2005.0,1.0,5.0,0
0.9,1326.0,109.0,1333.0,6.7,78.7,0.7779,22.0,2005.0,1.0,5.0,0
0.5,1297.0,126.0,1297.0,7.0,77.8,0.7848,22.0,2005.0,1.0,5.0,0
0.9,1331.0,144.0,1322.0,5.7,80.5,0.7416,22.0,2005.0,1.0,5.0,0
0.4,1288.0,183.0,1242.0,5.2,81.4,0.7276,22.0,2005.0,1.0,5.0,0
0.5,1322.0,193.0,1307.0,5.6,80.4,0.7349,22.0,2005.0,1.0,5.0,0
0.8,1390.0,196.0,1392.0,6.3,78.8,0.7544,22.0,2005.0,1.0,5.0,0
1.4,1443.0,208.0,1431.0,6.9,76.9,0.7682,22.0,2005.0,1.0,5.0,0
1.6,1496.0,217.0,1472.0,9.2,67.7,0.79,22.0,2005.0,1.0,5.0,0
1.5,1439.0,246.0,1426.0,11.6,59.8,0.8152,22.0,2005.0,1.0,5.0,0
1.0,1432.0,204.0,1393.0,14.0,52.0,0.8288,22.0,2005.0,1.0,5.0,0
1.0,1398.0,192.0,1417.0,15.0,50.2,0.8495,22.0,2005.0,1.0,5.0,0
1.3,1380.0,186.0,1500.0,14.9,49.9,0.8394,22.0,2005.0,1.0,5.0,0
0.1,1022.0,133.0,1068.0,15.8,33.8,0.6034,22.0,2005.0,1.0,5.0,0
1.8,973.0,126.0,994.0,15.4,29.3,0.5068,22.0,2005.0,1.0,5.0,0
1.8,951.0,138.0,972.0,14.4,25.7,0.4193,22.0,2005.0,1.0,5.0,0
0.1,987.0,148.0,1016.0,13.4,27.2,0.4157,22.0,2005.0,1.0,5.0,0
0.4,1100.0,167.0,1126.0,12.2,28.7,0.4077,22.0,2005.0,1.0,5.0,0
0.7,1064.0,175.0,1103.0,11.3,25.7,0.3422,22.0,2005.0,1.0,5.0,0
2.7,1316.0,224.0,1328.0,9.7,31.9,0.3848,22.0,2005.0,1.0,5.0,0
2.1,1262.0,215.0,1219.0,8.4,36.5,0.4035,22.0,2005.0,1.0,5.0,0
1.3,1259.0,196.0,1165.0,8.2,36.8,0.4016,22.0,2005.0,1.0,5.0,0
0.8,1166.0,195.0,993.0,8.0,36.0,0.3872,23.0,2005.0,1.0,6.0,0
1.8,1066.0,181.0,946.0,7.0,39.9,0.4006,23.0,2005.0,1.0,6.0,0
1.8,1051.0,150.0,978.0,5.7,44.3,0.4093,23.0,2005.0,1.0,6.0,0
1.8,992.0,109.0,926.0,4.7,46.6,0.4025,23.0,2005.0,1.0,6.0,0
1.8,969.0,139.0,938.0,4.2,50.8,0.4234,23.0,2005.0,1.0,6.0,0
